User ID,Game UUID,Source,Share URL,Error,Reupload URL,Reupload Error
5444716,AB0F0A67-2CBC-4E63-BF27-8D9377D77D2A,https://spielwerk.app/games/AB0F0A67-2CBC-4E63-BF27-8D9377D77D2A,https://web.rezona.ai/share/game/NTk0NTc5NA,,,
5444716,940B27E3-B7E7-4CFC-B446-4DB7D35EC4CB,https://spielwerk.app/games/940B27E3-B7E7-4CFC-B446-4DB7D35EC4CB,https://web.rezona.ai/share/game/NTk0NTc5MA,,,
5444716,58FB3100-9DCA-452A-B394-CD78B554D9CA,https://spielwerk.app/games/58FB3100-9DCA-452A-B394-CD78B554D9CA,https://web.rezona.ai/share/game/NTk0NTc5Ng,,,
3162308,8A3A82B0-783E-4893-A3BE-2C16144FF1A8,https://spielwerk.app/games/8A3A82B0-783E-4893-A3BE-2C16144FF1A8,https://web.rezona.ai/share/game/NTk0NTc5Mw,,https://web.rezona.ai/share/game/NTkzNjU2OQ,
3162308,BDAA67AD-1350-4087-8EB1-5FB870474FFF,https://spielwerk.app/games/BDAA67AD-1350-4087-8EB1-5FB870474FFF,https://web.rezona.ai/share/game/NTk0NTc5MQ,,,
3162308,4906485B-D4E1-40A7-ADA8-F3C1A6F73AFB,https://spielwerk.app/games/4906485B-D4E1-40A7-ADA8-F3C1A6F73AFB,https://web.rezona.ai/share/game/NTk0NTgwMA,,,
3475211,B8EDD9B4-2A66-4352-9514-F7D3F468CDD7,https://spielwerk.app/games/B8EDD9B4-2A66-4352-9514-F7D3F468CDD7,https://web.rezona.ai/share/game/NTg2MTczMg,,,
3475211,26648CAF-BAA7-49E1-AB0B-82FC3B682E8D,https://spielwerk.app/games/26648CAF-BAA7-49E1-AB0B-82FC3B682E8D,https://web.rezona.ai/share/game/NTg2MTczMA,,,
3475211,1A6B6281-68C3-4A51-A1A7-444460803D95,https://spielwerk.app/games/1A6B6281-68C3-4A51-A1A7-444460803D95,https://web.rezona.ai/share/game/NTg2MTczMw,,,
799196,7DCCFCFA-DE77-42BA-95A4-491CBFE36654,https://spielwerk.app/games/7DCCFCFA-DE77-42BA-95A4-491CBFE36654,https://web.rezona.ai/share/game/NTg2MTczNw,,,
799196,05b758ff-ba92-404c-a438-4d9d21059ca2,https://spielwerk.app/games/05b758ff-ba92-404c-a438-4d9d21059ca2,https://web.rezona.ai/share/game/NTg2MTczOA,,,
799196,07dce903-99a2-4a99-a4e8-b26adafaf169,https://spielwerk.app/games/07dce903-99a2-4a99-a4e8-b26adafaf169,https://web.rezona.ai/share/game/NTg2MTc0MA,,,
162057,09b46ae8-4a3a-47e0-b5c5-b647edc1d6fb,https://spielwerk.app/games/09b46ae8-4a3a-47e0-b5c5-b647edc1d6fb,https://web.rezona.ai/share/game/NTg2MTc0MQ,,,
162057,0ef4478c-f08b-494f-9158-3ac5c6cfa2d3,https://spielwerk.app/games/0ef4478c-f08b-494f-9158-3ac5c6cfa2d3,https://web.rezona.ai/share/game/NTg2MTc0Mg,,,
162057,10abbe8f-2a2a-4977-91bc-e14db096939b,https://spielwerk.app/games/10abbe8f-2a2a-4977-91bc-e14db096939b,https://web.rezona.ai/share/game/NTg2MTc0NQ,,,
2642419,10df7428-0a0e-4047-ba1a-6d446d307640,https://spielwerk.app/games/10df7428-0a0e-4047-ba1a-6d446d307640,https://web.rezona.ai/share/game/NTg2MTc0Ng,,https://web.rezona.ai/share/game/NTkzNjU2Mw,
2642419,19a06360-c1dc-46d8-a80e-02c6bc677535,https://spielwerk.app/games/19a06360-c1dc-46d8-a80e-02c6bc677535,https://web.rezona.ai/share/game/NTg2MTc0OA,,,
2642419,2082026d-2eae-4ac7-ae4a-08f1811a2039,https://spielwerk.app/games/2082026d-2eae-4ac7-ae4a-08f1811a2039,https://web.rezona.ai/share/game/NTg2MTc0OQ,,https://web.rezona.ai/share/game/NTkzNjU2NQ,
3178449,220e9e3f-4599-4068-a556-b36041073a60,https://spielwerk.app/games/220e9e3f-4599-4068-a556-b36041073a60,https://web.rezona.ai/share/game/NTg2MTc1NA,,,
3178449,242e8011-6da1-4d95-949b-f063e380abc8,https://spielwerk.app/games/242e8011-6da1-4d95-949b-f063e380abc8,https://web.rezona.ai/share/game/NTg2MTc2MA,,https://web.rezona.ai/share/game/NTkzNjU2Nw,
3178449,2a497883-edfa-4c1c-bcdc-261b5ade88f3,https://spielwerk.app/games/2a497883-edfa-4c1c-bcdc-261b5ade88f3,https://web.rezona.ai/share/game/NTg2MTc2Ng,,,
5445991,2e6c9572-985e-40f7-b8f6-a056c0ac519e,https://spielwerk.app/games/2e6c9572-985e-40f7-b8f6-a056c0ac519e,https://web.rezona.ai/share/game/NTg2MTc4MA,,,
5445991,324fc301-a3b2-4d62-b885-18c8d38fdfe9,https://spielwerk.app/games/324fc301-a3b2-4d62-b885-18c8d38fdfe9,https://web.rezona.ai/share/game/NTg2MTc2NA,,,
5445991,329b7d63-477f-4cab-8a6d-a9729f292cce,https://spielwerk.app/games/329b7d63-477f-4cab-8a6d-a9729f292cce,https://web.rezona.ai/share/game/NTg2MTc2Nw,,,
10201,33d5e936-7cbe-4df5-b938-9faf34733367,https://spielwerk.app/games/33d5e936-7cbe-4df5-b938-9faf34733367,https://web.rezona.ai/share/game/NTg2MTc2NQ,,,
10201,3932d0d5-03a1-45a3-8818-b45853af5c93,https://spielwerk.app/games/3932d0d5-03a1-45a3-8818-b45853af5c93,https://web.rezona.ai/share/game/NTg2MTc3MQ,,https://web.rezona.ai/share/game/NTk5MTA4Mg,
10201,3b887bdd-8df5-47e1-9ae8-19bf9850cbb0,https://spielwerk.app/games/3b887bdd-8df5-47e1-9ae8-19bf9850cbb0,https://web.rezona.ai/share/game/NTg2MTc3Mg,,,
1435649,3d148327-3af4-4530-a09e-a7083bead80b,https://spielwerk.app/games/3d148327-3af4-4530-a09e-a7083bead80b,https://web.rezona.ai/share/game/NTg2MTc4Mg,,,
1435649,3e3fd3b5-a841-42dd-9e94-0a205738c5ff,https://spielwerk.app/games/3e3fd3b5-a841-42dd-9e94-0a205738c5ff,https://web.rezona.ai/share/game/NTg2MTc3Mw,,,
1253081,4ccf75f2-8db0-4a89-891b-2e4536727875,https://spielwerk.app/games/4ccf75f2-8db0-4a89-891b-2e4536727875,https://web.rezona.ai/share/game/NTg2MTc4MQ,,,
1253081,4d414033-808f-453e-95f1-88563428f469,https://spielwerk.app/games/4d414033-808f-453e-95f1-88563428f469,https://web.rezona.ai/share/game/NTg2MTc4Mw,,,
1253081,509cb166-e2d0-467e-9630-153defebd1fa,https://spielwerk.app/games/509cb166-e2d0-467e-9630-153defebd1fa,https://web.rezona.ai/share/game/NTg2MTc4NA,,,
10752,511a59bf-7a05-484d-af45-6943c9c2f3a9,https://spielwerk.app/games/511a59bf-7a05-484d-af45-6943c9c2f3a9,https://web.rezona.ai/share/game/NTg2MTc4OQ,,https://web.rezona.ai/share/game/NTkzNjU3Nw,
10752,532f1612-c053-40e9-8682-0d766ae0f509,https://spielwerk.app/games/532f1612-c053-40e9-8682-0d766ae0f509,https://web.rezona.ai/share/game/NTg2MTc5MA,,https://web.rezona.ai/share/game/NTkzNjU4Mg,
10752,54303d4e-e456-4e40-bf8c-13c48ab21edf,https://spielwerk.app/games/54303d4e-e456-4e40-bf8c-13c48ab21edf,https://web.rezona.ai/share/game/NTg2MTc5Mw,,https://web.rezona.ai/share/game/NTk5MzkyMw,
421006,5a7a22c3-ea8b-49da-a67c-04c4e9823cd8,https://spielwerk.app/games/5a7a22c3-ea8b-49da-a67c-04c4e9823cd8,https://web.rezona.ai/share/game/NTg2MTc5MQ,,https://web.rezona.ai/share/game/NTkzNjU3OQ,
421006,63a4eed5-19cc-4f80-94d0-6d59e1e03885,https://spielwerk.app/games/63a4eed5-19cc-4f80-94d0-6d59e1e03885,https://web.rezona.ai/share/game/NTg2MTc5NA,,,
421006,65ec3008-c796-4dc6-b4b9-757c2ac89fec,https://spielwerk.app/games/65ec3008-c796-4dc6-b4b9-757c2ac89fec,https://web.rezona.ai/share/game/NTg2MTgwMw,,https://web.rezona.ai/share/game/NTkzNjU4MA,
11534,68e66781-fa27-4428-8975-a4bbe404ce2c,https://spielwerk.app/games/68e66781-fa27-4428-8975-a4bbe404ce2c,https://web.rezona.ai/share/game/NTg2MTgyMQ,,https://web.rezona.ai/share/game/NTk5MzkyOA,
11534,69b0cc1a-2d37-4e92-b259-59e44ed947de,https://spielwerk.app/games/69b0cc1a-2d37-4e92-b259-59e44ed947de,https://web.rezona.ai/share/game/NTg2MTgwNA,,,
11534,6cc2727f-0df7-4d46-a3df-d2bbc70723f8,https://spielwerk.app/games/6cc2727f-0df7-4d46-a3df-d2bbc70723f8,https://web.rezona.ai/share/game/NTg2MTgwMg,,https://web.rezona.ai/share/game/NTkzNjU4OQ,
1289948,74a67613-a1cd-4631-97e7-4336831c3d3d,https://spielwerk.app/games/74a67613-a1cd-4631-97e7-4336831c3d3d,https://web.rezona.ai/share/game/NTg2MTgwNQ,,https://web.rezona.ai/share/game/NTkzNjU5MQ,
1289948,757d2478-b489-4ccb-a769-f758255be395,https://spielwerk.app/games/757d2478-b489-4ccb-a769-f758255be395,https://web.rezona.ai/share/game/NTg2MTgwOQ,,,
1289948,79e0d52e-cafa-45e6-a4fd-e9c4f916859c,https://spielwerk.app/games/79e0d52e-cafa-45e6-a4fd-e9c4f916859c,https://web.rezona.ai/share/game/NTg2MTgxMg,,https://web.rezona.ai/share/game/NTkzNjU5NQ,
14781,7b32743a-9796-4801-a510-8d0593b3eab8,https://spielwerk.app/games/7b32743a-9796-4801-a510-8d0593b3eab8,https://web.rezona.ai/share/game/NTg2MTgxMQ,,,
14781,7d46841b-59a7-4f06-99d8-891ed897347f,https://spielwerk.app/games/7d46841b-59a7-4f06-99d8-891ed897347f,https://web.rezona.ai/share/game/NTg2MTgxMA,,,
14781,7d787d9b-4ca1-4a54-afe2-a54d43e49a93,https://spielwerk.app/games/7d787d9b-4ca1-4a54-afe2-a54d43e49a93,https://web.rezona.ai/share/game/NTg2MTgxNg,,,
