User ID,Game UUID,Source,Share URL,Error,Reupload URL,Reupload Error
14781,8151ee07-fd1e-4e4c-abca-1bf333ea9eba,https://spielwerk.app/games/8151ee07-fd1e-4e4c-abca-1bf333ea9eba,https://web.rezona.ai/share/game/NTg2MTgxNQ,,https://web.rezona.ai/share/game/NTkzNjU5Ng,
10679,8319cc05-83a2-4b1f-859a-bc8f6321b6ea,https://spielwerk.app/games/8319cc05-83a2-4b1f-859a-bc8f6321b6ea,https://web.rezona.ai/share/game/NTg2MTgxOA,,https://web.rezona.ai/share/game/NTkzNjYwMw,
10679,870715b5-f7d2-4c47-b610-f22da632d099,https://spielwerk.app/games/870715b5-f7d2-4c47-b610-f22da632d099,https://web.rezona.ai/share/game/NTg2MTgxNw,,,
10143,8900a19a-beb7-4c5f-b600-54346be208de,https://spielwerk.app/games/8900a19a-beb7-4c5f-b600-54346be208de,https://web.rezona.ai/share/game/NTg2MTgyMg,,https://web.rezona.ai/share/game/NTkzNjYwMA,
10143,8def0d51-b6ce-49ab-be6d-7284f4569d36,https://spielwerk.app/games/8def0d51-b6ce-49ab-be6d-7284f4569d36,https://web.rezona.ai/share/game/NTg2MTgyNA,,https://web.rezona.ai/share/game/NTkzNjYwMQ,
10143,92a4085e-0b23-4527-a47d-dca1787a4823,https://spielwerk.app/games/92a4085e-0b23-4527-a47d-dca1787a4823,https://web.rezona.ai/share/game/NTg2MTgyNQ,,https://web.rezona.ai/share/game/NTk5MzkyNA,
10313,94a3cee8-d63e-4971-a7c6-f0f78e8acd12,https://spielwerk.app/games/94a3cee8-d63e-4971-a7c6-f0f78e8acd12,https://web.rezona.ai/share/game/NTg2MTgzMQ,,https://web.rezona.ai/share/game/NTkzNjYwNA,
10313,98fa4034-47ec-47f9-a7d7-c769e793400e,https://spielwerk.app/games/98fa4034-47ec-47f9-a7d7-c769e793400e,https://web.rezona.ai/share/game/NTg2MTgzNA,,https://web.rezona.ai/share/game/NTkzNjYwNg,
2642419,9db6aefb-ce61-4a6d-b78e-4cae6a1b6860,https://spielwerk.app/games/9db6aefb-ce61-4a6d-b78e-4cae6a1b6860,https://web.rezona.ai/share/game/NTg2MTgzNQ,,,
2642419,a43bd2cb-0c2e-4138-84ff-b5ea7ec15cda,https://spielwerk.app/games/a43bd2cb-0c2e-4138-84ff-b5ea7ec15cda,https://web.rezona.ai/share/game/NTg2MTgzNg,,,
162057,a45b144f-7e40-4ebe-a34a-7bc66251b24c,https://spielwerk.app/games/a45b144f-7e40-4ebe-a34a-7bc66251b24c,https://web.rezona.ai/share/game/NTg2MTgzOA,,https://web.rezona.ai/share/game/NTkzNjYwOQ,
162057,a8064d1e-f2b9-4c1e-9046-99be26e974ae,https://spielwerk.app/games/a8064d1e-f2b9-4c1e-9046-99be26e974ae,https://web.rezona.ai/share/game/NTg2MTg0Ng,,https://web.rezona.ai/share/game/NTkzNjYxMQ,
162057,a8df07a3-ddec-440b-8b13-1789ff3b8d51,https://spielwerk.app/games/a8df07a3-ddec-440b-8b13-1789ff3b8d51,https://web.rezona.ai/share/game/NTg2MTg0NQ,,https://web.rezona.ai/share/game/NTkzNjYxNA,
3178449,aa6dec5e-a58c-4aa8-afcb-f87095203e9e,https://spielwerk.app/games/aa6dec5e-a58c-4aa8-afcb-f87095203e9e,https://web.rezona.ai/share/game/NTg2MTg0Nw,,https://web.rezona.ai/share/game/NTkzNjYxNQ,
10108,ab0f1251-27b7-40b1-8e87-1eac7bec53f6,https://spielwerk.app/games/ab0f1251-27b7-40b1-8e87-1eac7bec53f6,https://web.rezona.ai/share/game/NTg2MTg1MQ,,https://web.rezona.ai/share/game/NTkzNjYyMg,
10108,ab28c114-5eb7-4434-ab8b-658bd71544dd,https://spielwerk.app/games/ab28c114-5eb7-4434-ab8b-658bd71544dd,https://web.rezona.ai/share/game/NTg2MTg1MA,,https://web.rezona.ai/share/game/NTkzNjYyMA,
10167,b98cee99-efc5-4fd3-8f2c-8858cb7272f7,https://spielwerk.app/games/b98cee99-efc5-4fd3-8f2c-8858cb7272f7,https://web.rezona.ai/share/game/NTg2MTg1OQ,,,
10167,bb00756f-affb-486f-a2c7-bf9e15a15ffa,https://spielwerk.app/games/bb00756f-affb-486f-a2c7-bf9e15a15ffa,https://web.rezona.ai/share/game/NTg2MTg2MA,,https://web.rezona.ai/share/game/NTkzNjYyNA,
10167,c285c858-d438-47b2-b000-c561e83d0c98,https://spielwerk.app/games/c285c858-d438-47b2-b000-c561e83d0c98,https://web.rezona.ai/share/game/NTg2MTg2Mg,,,
1324706,c458e29b-8028-4906-af9b-a120767303e4,https://spielwerk.app/games/c458e29b-8028-4906-af9b-a120767303e4,https://web.rezona.ai/share/game/NTg2MTg2NA,,https://web.rezona.ai/share/game/NTkzNjYyNQ,
1324706,c53a5b01-da78-44a7-87ed-3a608cf3ec98,https://spielwerk.app/games/c53a5b01-da78-44a7-87ed-3a608cf3ec98,https://web.rezona.ai/share/game/NTg2MTg2Ng,,,
1324706,c6ff6589-6cdd-42c5-9d49-e196a03d3bea,https://spielwerk.app/games/c6ff6589-6cdd-42c5-9d49-e196a03d3bea,https://web.rezona.ai/share/game/NTg2MTg2OQ,,,
995028,c8d90f67-184d-4de0-be6a-c1c485b52d4e,https://spielwerk.app/games/c8d90f67-184d-4de0-be6a-c1c485b52d4e,https://web.rezona.ai/share/game/NTg2MTg2OA,,https://web.rezona.ai/share/game/NTkzNjYyNg,
995028,ca231f82-4260-4ae0-9d69-4dac7884585a,https://spielwerk.app/games/ca231f82-4260-4ae0-9d69-4dac7884585a,https://web.rezona.ai/share/game/NTg2MTg3Mg,,https://web.rezona.ai/share/game/NTkzNjYyOA,
995028,caecf67d-aa0c-42f4-a8a1-9903db00636a,https://spielwerk.app/games/caecf67d-aa0c-42f4-a8a1-9903db00636a,https://web.rezona.ai/share/game/NTg2MTg3NA,,https://web.rezona.ai/share/game/NTkzNjYzMQ,
129916,cbbd0086-b296-4c71-9643-da319cd8c579,https://spielwerk.app/games/cbbd0086-b296-4c71-9643-da319cd8c579,https://web.rezona.ai/share/game/NTg2MTg3NQ,,,
129916,cbe9eea6-266f-4d53-b7b8-e7b8a039628f,https://spielwerk.app/games/cbe9eea6-266f-4d53-b7b8-e7b8a039628f,https://web.rezona.ai/share/game/NTg2MTg3OQ,,,
129916,cf657227-21d5-4503-8a2f-9ae0fa509cb8,https://spielwerk.app/games/cf657227-21d5-4503-8a2f-9ae0fa509cb8,https://web.rezona.ai/share/game/NTg2MTg4Mg,,https://web.rezona.ai/share/game/NTkzNjYzMg,
5444716,d1098e36-c4ba-4b7a-a3b9-cc012f33819f,https://spielwerk.app/games/d1098e36-c4ba-4b7a-a3b9-cc012f33819f,https://web.rezona.ai/share/game/NTg2MTg4MQ,,,
5444716,d8a54cf7-5897-4e88-91ff-8925e009a9b1,https://spielwerk.app/games/d8a54cf7-5897-4e88-91ff-8925e009a9b1,https://web.rezona.ai/share/game/NTg2MTg4Mw,,https://web.rezona.ai/share/game/NTkzNjYzMw,
5444716,df288697-f6ca-4771-b6d5-85a1e7a137b9,https://spielwerk.app/games/df288697-f6ca-4771-b6d5-85a1e7a137b9,https://web.rezona.ai/share/game/NTg2MTg4NQ,,,
3162308,e5f519e8-a083-4548-8638-da5274c20984,https://spielwerk.app/games/e5f519e8-a083-4548-8638-da5274c20984,https://web.rezona.ai/share/game/NTg2MTg4Nw,,https://web.rezona.ai/share/game/NTk0NjI1Mw,
3162308,e7d5ebe5-569d-48e4-8422-3079eaa4e133,https://spielwerk.app/games/e7d5ebe5-569d-48e4-8422-3079eaa4e133,https://web.rezona.ai/share/game/NTg2MTg5MA,,,
3475211,eb842aed-9643-4efc-8dc5-75d763c1b068,https://spielwerk.app/games/eb842aed-9643-4efc-8dc5-75d763c1b068,https://web.rezona.ai/share/game/NTg2MTg5MQ,,,
3475211,eea9222c-6fef-46d2-8585-a1acca1056ee,https://spielwerk.app/games/eea9222c-6fef-46d2-8585-a1acca1056ee,https://web.rezona.ai/share/game/NTg2MTg5Mw,,,
3475211,ef43f8f0-2ee2-4eba-93e1-18bba559fb84,https://spielwerk.app/games/ef43f8f0-2ee2-4eba-93e1-18bba559fb84,https://web.rezona.ai/share/game/NTg2MTg5Ng,,https://web.rezona.ai/share/game/NTkzNjYzNA,
3178449,f552c728-107f-4ffa-8096-0b28d86c77e8,https://spielwerk.app/games/f552c728-107f-4ffa-8096-0b28d86c77e8,https://web.rezona.ai/share/game/NTg2MTg5NQ,,https://web.rezona.ai/share/game/NTkzNjYzOA,
3178449,f8c3e9cd-2acd-4e05-b432-8c35c26cfcd0,https://spielwerk.app/games/f8c3e9cd-2acd-4e05-b432-8c35c26cfcd0,https://web.rezona.ai/share/game/NTg2MTg5OQ,,https://web.rezona.ai/share/game/NTkzNjYzOQ,
3178449,f9faba08-ef6d-4d97-be9e-f138827a38b1,https://spielwerk.app/games/f9faba08-ef6d-4d97-be9e-f138827a38b1,https://web.rezona.ai/share/game/NTg2MTkwMQ,,https://web.rezona.ai/share/game/NjAwMDUxNQ,
2642419,ff71bb45-0287-43e2-b5ad-79a2164a2b31,https://spielwerk.app/games/ff71bb45-0287-43e2-b5ad-79a2164a2b31,https://web.rezona.ai/share/game/NTg2MTkwMA,,https://web.rezona.ai/share/game/NTkzNjY0MA,
3162308,eaf5359d-b953-4318-8579-3d884b1afe11,https://spielwerk.app/games/eaf5359d-b953-4318-8579-3d884b1afe11,https://web.rezona.ai/share/game/NTg2MTkwMw,,,
10108,af1bcb02-1022-4bbd-adc3-70f31841735d,https://spielwerk.app/games/af1bcb02-1022-4bbd-adc3-70f31841735d,https://web.rezona.ai/share/game/NTg2MTkwMg,,https://web.rezona.ai/share/game/NTkzNjY0MQ,
